name,industry,funding_total_usd,status,country,funding_rounds,founded_year
Quantum OPS,Biotechnology,1050000,operating,United States,1,2010
Quantum Secure,Enterprise Software,3540000,operating,United States,1,2004
Quantum Voyage,Web Development,0,operating,United States,1,2006
Quantum4D,Software,200000,operating,United States,1,2007
QuantuMDx Group,Biotechnology,22039074,operating,United Kingdom,6,2008
QuantumSphere,Hardware + Software,4500000,operating,United States,1,2002
Quarri Technologies,Security,7274401,operating,United States,5,2007
Quarterly,E-Commerce,7904280,operating,United States,3,2011
Quartics,Hardware + Software,28138334,closed,United States,4,2003
Quartix,Unknown,23865186,operating,United Kingdom,1,2001
Quartz Solutions,Unknown,0,operating,India,1,2003
Quartzy,Life Sciences,5200000,operating,United States,2,2009
Quasar Ventures,Consulting,0,operating,Argentina,1,2012
QuatRx Pharmaceuticals,Biotechnology,14025045,operating,United States,1,2000
Quattro Wireless,Advertising,28300000,acquired,United States,3,2006
Qubell,Software,1800000,operating,United States,1,2012
Qubit,Analytics,34850000,operating,United Kingdom,3,2010
Qubrit,Curated Web,50000,closed,United Kingdom,1,2010
Qubulus,Public Transportation,0,closed,Sweden,1,2010
Qudini,Software,62607,operating,United Kingdom,1,2012
Queerfeed Media,Curated Web,130000,closed,Canada,1,2010
Quellan,Semiconductors,34231994,acquired,United States,4,2001
Quelle Energie,Consulting,718450,operating,France,1,2008
Quemulus,Curated Web,425000,operating,United States,2,2011
Queplix,Enterprise Software,1500000,closed,United States,1,2004
Queralt,Security,650000,operating,United States,2,2011
Querium Corporation,Education,1986223,operating,United States,5,2013
Quero Rock,Unknown,70338,operating,Brazil,1,2014
Query Hunter,Data Mining,0,closed,Canada,1,2011
Queryly,Search,0,operating,United States,1,2012
Quest app,Android,500000,operating,United States,1,2013
Quest App,Curated Web,500000,operating,United States,1,2014
Quest Inspar,Clean Technology,4200000,operating,United States,1,2012
Quest Online,Games,3742500,operating,United States,1,2006
Questetra,Business Development,1685122,operating,Japan,4,2008
Questli,Apps,0,operating,United States,1,2011
Quettra,Mobile Advertising,2900000,operating,United States,1,2013
Queue Software Inc,Application Platforms,0,operating,United States,2,2013
Queue-it,Cloud Computing,299538,operating,Denmark,1,2010
Qui.lt,Mobile,505000,operating,United States,1,2011
Quibb,Professional Networking,800000,operating,United States,1,2013
Quibly,Parenting,0,operating,United Kingdom,1,2012
Quick Hit,Sports,18950000,closed,United States,5,2008
Quick Key,Education,450000,operating,United States,2,2013
QUICK SANDS SOLUTIONS,Unknown,0,operating,United States,1,2011
QUICK Technologies,E-Commerce,1980000,operating,United States,2,2011
Quick TV,SaaS,3999898,operating,United Kingdom,3,2007
Quick2LAUNCH,Marketing Automation,125000,operating,United States,3,2012
QuickBlox,Communications Infrastructure,1220000,operating,United Kingdom,2,2011
QuickCheck Health,Hardware + Software,264000,operating,United States,1,2009
Quickcue,Software,1800000,acquired,United States,1,2011
Quickfilter Technologies,Semiconductors,1678446,operating,United States,1,2003
QuickGifts,E-Commerce,1620000,operating,United States,3,2002
quickhuddle,Software,100000,operating,United States,1,2007
QuicklyChat,Video,0,operating,United States,1,2012
QuickMobile,Mobile,8800000,operating,Canada,3,2006
QuickoLabs,Internet Marketing,340000,operating,India,2,2010
QuickPay,Mobile,9000000,operating,United States,3,2010
QuickPlay Media,Enterprise Software,138700000,operating,Canada,4,2003
QuickProNotes,Finance,100000,operating,United States,1,2014
Quickshift,Enterprise Software,5200000,operating,United States,1,2000
Quid,Big Data Analytics,24000000,operating,United States,1,2010
Quidsi,E-Commerce,78500000,acquired,United States,6,2005
quietrevolution,Clean Technology,10234700,operating,United Kingdom,1,2005
QuietStream Financial,Unknown,0,operating,United States,1,2000
Quietyme,Health Care,1300000,operating,United States,5,2013
Quigo,Media,35000000,acquired,United States,5,2000
Quik.io,Software,1280000,acquired,United States,2,2011
Quikey,Unknown,100000,operating,United States,1,2014
Quikly,E-Commerce,2043396,operating,United States,4,2012
Quikr India,Curated Web,196000000,operating,India,5,2008
Quill,Text Analytics,200000,operating,United States,1,2013
Quill Content,News,9076257,operating,United Kingdom,2,2010
Quincee,E-Commerce,0,operating,"Korea, Republic of",1,2012
Quincus,Transportation,0,operating,United Kingdom,1,2014
Quinju.com,E-Commerce,0,operating,Canada,1,2013
Quinnova Pharmaceuticals,Biotechnology,17700000,operating,United States,2,2003
Quintel Technology,Mobile,10000000,operating,United States,1,2007
Quintesocial,Social Media,100000,operating,United States,1,2009
Quintessence Biosciences,Biotechnology,1486000,closed,United States,1,2000
Quintic,Hardware + Software,12300000,operating,United States,3,2006
Quintura,Visual Search,6000000,operating,Russian Federation,3,2005
Quip,Mobile Commerce,15000000,operating,United States,1,2012
Quipper,Mobile,10061414,operating,United Kingdom,3,2010
QUIQ,Health and Wellness,2050000,operating,United States,2,2004
Quire,Health Care Information Technology,5355250,operating,United States,5,2009
Quirky,E-Commerce,175325006,operating,United States,7,2009
"Quisk, Inc.",Software,11250000,operating,United States,3,2007
quitchen,Restaurants,100000,operating,United States,1,2012
Quividi,Software,300000,operating,France,1,2006
Quixby,Software,150000,operating,United States,3,2010
Quixey,Search,74900000,operating,United States,5,2009
Quizens,Games,32680,operating,Bulgaria,1,2013
QuizFortune,Mobile,1200000,operating,United Kingdom,1,2011
Quizrr,Software,150000,operating,United States,1,2011
Qulsar,Mobile,1800000,operating,United States,2,2014
Qumu,Software,24750000,acquired,United States,3,2003
QuNano,Nanotechnology,6538000,operating,Sweden,2,2005
Qunar.com,Business Services,390000000,operating,China,6,2005
qunb,Finance,1140000,operating,France,3,2011
Quobyte Inc.,Storage,0,operating,United States,1,2013
Quolaw,Software,49837,operating,Argentina,2,2011
Quora,Semantic Search,161000000,operating,United States,3,2009
Quorum,Network Security,42906442,operating,United States,8,2008
Quosis,Software,260000,closed,Finland,1,2004
QuotaDeck,Crowdsourcing,400000,operating,United States,1,2014
Quotations Book,Curated Web,0,operating,United Kingdom,1,2007
Quote Roller,Sales and Marketing,655000,operating,United States,1,2011
Quotefish,Web Tools,9245,operating,Ireland,1,2012
Quotify Technology,Enterprise Software,935000,closed,United States,1,2008
Quotte,Social Media,545000,operating,United States,1,2013
Quovo,Financial Services,1400000,operating,United States,1,2009
Qurami,Home & Garden,619060,operating,Italy,1,2011
Qurater,Analytics,100000,operating,United States,2,2012
Quri,Location Based Services,14758235,operating,United States,3,2012
QURIUM Solutions,Software,375000,operating,United States,1,2011
Qustodian,Big Data,597375,operating,United Kingdom,1,2009
Qustodio,Security,1000000,operating,Spain,1,2011
Qustreet,E-Commerce,45418,operating,"Korea, Republic of",2,2013
Quu,Software,2089000,operating,United States,1,2007
Quwan.com,E-Commerce,10000000,operating,China,2,2008
"Qv21 Technologies, Inc.",Software,454900,operating,United States,1,2008
Qvanteq,Medical Devices,0,operating,Switzerland,1,2009
Qview Medical,Health Care Information Technology,2583039,operating,United States,1,2006
QVIVO,Enterprise Software,1000000,operating,Hong Kong,1,2010
Qvolve,Software,435000,operating,United States,1,2014
Qwalytics,Business Analytics,25000,operating,United States,1,2013
QWASI Technology,Software,2500000,operating,United States,1,2005
Qwaya,Facebook Applications,3006074,operating,Sweden,1,2012
Qwickly,Cloud Computing,25000,operating,United States,1,2013
Qwiki,Photography,10500000,acquired,United States,3,2009
Qwilt,Software,40100000,operating,United States,3,2010
QWiPS,Facebook Applications,1250000,operating,United States,1,2010
Qwiqq,Mobile Commerce,1450000,operating,United States,3,2010
QX Corporation,Enterprise Resource Planning,13071895,operating,China,1,2006
Qylur Security Systems,Hardware + Software,3221156,operating,United States,1,2005
Qymatix Solutions GmbH,Predictive Analytics,140000,operating,Germany,1,2013
Qype,Curated Web,23084124,acquired,Germany,4,2005
Qyuki,Creative,5400000,operating,India,1,2011
Qzzr,Advertising,2000000,operating,United States,1,2013
R&T Enterprises,Consulting,375000,operating,United States,1,2009
R-Evolution Industries,Mobile,37000,operating,United States,3,2009
R-Squared,Software,250000,operating,United States,1,2009
R2 Semiconductor,Semiconductors,33162998,operating,United States,4,2008
R2integrated,Curated Web,0,operating,United States,1,2003
Rabbit TV,Games,1000000,operating,United States,1,2013
RABBL,Music Venues,775000,operating,United States,1,2010
Rabixo,E-Commerce,115000,operating,Brazil,2,2012
Race Nation,Unknown,0,operating,Jersey,1,2014
Race Yourself,Fitness,332500,operating,United States,2,2013
Racemi,Software,24900000,operating,United States,4,2001
RacerTimes,Auto,100000,operating,United Kingdom,1,2012
Rachel Joyce Organic Salon,Consulting,0,operating,United States,1,2013
Rachio,Home Automation,4400000,operating,United States,4,2012
Racktivity,Software,12951250,operating,Belgium,3,2008
Rackup,Mobile,3500000,operating,United States,2,2008
RackWare,Enterprise Software,5300000,operating,United States,2,2009
Rad,E-Commerce,3216500,operating,France,1,2012
Radar Corporation,Unknown,2000000,operating,United States,1,2002
Radar da Produção,Curated Web,6000,operating,Brazil,1,2012
RadarFind,Software,2000000,operating,United States,1,2003
Radario,E-Commerce,1450000,operating,United States,2,2012
Radeeus,Unknown,50000,operating,United States,1,2014
RADEUM,Mobile,1965000,operating,United States,1,2003
Radial Network,Advertising,3400000,operating,United States,1,2012
Radialogica,Software,1349142,operating,United States,1,2011
Radian Memory Systems,Enterprise Software,2848000,operating,United States,3,2010
Radiant Zemax,Hardware + Software,26445026,operating,United States,1,2011
RadiantBlue Technologies,Security,87145,operating,United States,1,2005
Radiate Media,News,29474557,operating,United States,2,2011
"Radiator Labs, Inc",Clean Technology,220000,operating,United States,1,2011
Radical Studios,Advertising,5300000,operating,United States,1,2008
Radico,Advertising,1824993,operating,United States,1,2013
Radient Technologies,Biotechnology,2985244,operating,Canada,3,2001
Radio One Llama,Search,1000000,operating,United States,1,2006
Radio Physics Solutions,Security,4672519,operating,United Kingdom,2,2009
Radio Rebel,Music,0,operating,United States,1,2013
"Radio Revolution Network, LLC",Music Services,0,operating,United States,1,2011
Radio Runt Inc.,Software,1000000,operating,United States,1,2012
Radio Systemes Ingenierie,Mobile,11384091,operating,France,3,2000
Radiojar,Curated Web,577000,operating,Greece,2,2010
Radionomy,Internet Radio Market,6000000,operating,Belgium,3,2007
RadioRx,Biotechnology,20450011,operating,United States,1,2002
Radiospire Networks,Hardware + Software,9000000,operating,United States,1,2005
Radish Systems,Mobile,271000,operating,United States,2,2009
Radisphere Radiology,Biotechnology,42500005,operating,United States,2,2001
RadiumOne,Mobile Advertising,33500000,operating,United States,3,2009
Radius,Marketing Automation,78850000,operating,United States,5,2009
Radius App,Local,45000,operating,United States,1,2014
Radius Health,Biotechnology,212900000,operating,United States,6,2003
Radius Networks,Hardware + Software,4500000,operating,United States,1,2011
RadiusIQ Inc,Real Estate,0,operating,Canada,1,2013
RADLIVE,Hardware + Software,7650000,closed,Israel,1,2005
RadLogics,Health Care Information Technology,1850000,operating,United States,2,2010
RadMit,Medical,192000,operating,United States,1,2014
RadPad,Real Estate,3800000,operating,United States,4,2013
radRounds Radiology Network,Health Care,0,operating,United States,1,2007
RADSONE,Software,458638,operating,"Korea, Republic of",1,2011
Raffstar,Curated Web,0,closed,United States,1,2008
Rafter,Technology,86000000,operating,United States,6,2006
RaftOut,Music,20000,operating,United States,1,2013
rag & bone,E-Commerce,0,operating,United States,1,2002
Rage Frameworks,Enterprise Software,15000000,operating,United States,1,2001
RagingWire,Unknown,230000000,operating,United States,1,2000
RAI Care Centers of Southeast DC,Health and Wellness,1400000,operating,United States,1,2013
Raidarrr,Unknown,18852,closed,United States,1,2012
Rail Yard,Information Services,700000,operating,United States,1,2011
Railroad Empire,Unknown,0,operating,United States,1,2010
Railsware,Software,60000,operating,Ukraine,1,2006
Rain,Mobile,100000,operating,United States,1,2013
RainBird Technologies Ltd,Software,561238,operating,United Kingdom,1,2013
RainDance Technologies,Biotechnology,115000528,operating,United States,5,2004
Rainforest,Web Development,170000,operating,United States,1,2012
Rainier Software,Software,300000,operating,United States,1,2009
RainKing,SaaS,500000,operating,United States,1,2007
RainStor,Databases,26284825,operating,United States,5,2004
"Raise Labs, Inc.",Education,0,operating,United States,1,2012
Raise Marketplace,E-Commerce,66900000,operating,United States,8,2013
Raise Your Flag,Social Recruiting,48543,operating,Canada,1,2011
Raise5,Nonprofits,0,operating,Canada,1,2012
RaisedDigital,Software,80000,operating,Canada,1,2014
Raiseworks,Peer-to-Peer,1500000,operating,United States,1,2013
Raising IT,Non Profit,2650000,operating,United Kingdom,1,2009
Raizlabs,Android,500000,operating,United States,1,2003
raksul,Printing,17900000,operating,Japan,4,2009
Rakuten MediaForge,Advertising,1500000,acquired,United States,1,2005
ralali,E-Commerce,0,operating,Indonesia,1,2013
Rally Software,Health and Wellness,68850000,operating,United States,5,2001
Rally.org,Startups,7900000,operating,United States,2,2009
RallyCause,Mobile,150000,operating,United States,2,2011
Rallyhood,Social Media,3500000,operating,United States,3,2010
RallyOn,Games,1500000,operating,United States,2,2010
RallyPoint,Social Media,6950000,operating,United States,4,2012
Rallyware,Gamification,1363000,operating,United States,3,2012
Ramblers Way,Fashion,2250614,operating,United States,1,2009
Ramen,SaaS,353420,operating,United States,2,2014
RAMP Holdings,Video,36750000,operating,United States,4,2006
RAMp Sports,Manufacturing,1045000,operating,United States,3,2009
RampedMedia,Curated Web,0,closed,United States,1,2006
RampRate Sourcing Advisors,Data Centers,1000000,operating,United States,1,2000
RamTiger Fitness,Consulting,0,operating,United States,1,2011
Rancard Solutions Limited,Mobile,0,operating,Ghana,2,2001
Ranch Networks,Web Hosting,1000000,operating,United States,1,2000
Rangespan,E-Commerce,5000000,acquired,United Kingdom,1,2011
Rank By Search,Local Search,0,operating,United States,1,2009
RANK PRODUCTIONS,Career Management,650000,closed,Malaysia,2,2009
rankdesk,Real Estate,435413,operating,United Kingdom,1,2009
Ranker,Curated Web,5100000,operating,United States,4,2008
RankingHero,Online Gaming,591156,operating,Bulgaria,1,2013
Ranku,Education,1400000,operating,United States,4,2013
Ranovus,Data Centers,35000000,operating,Canada,2,2012
RAP Index,Software,0,operating,United States,1,2012
Rapamycin Holdings,Health Care,1426094,operating,United States,1,2012
RapaZapp interactive studios,Startups,40000,operating,Germany,1,2011
Rapid Micro Biosystems,Biotechnology,66401413,operating,United States,5,2006
Rapid Mobile,Mobile,4183800,closed,United Kingdom,2,2004
Rapid Pathogen Screening,Biotechnology,56040950,operating,United States,4,2004
Rapid7,Software,61000000,operating,United States,4,2000
RapidBlue Solutions,Mobile Software Tools,2035650,acquired,Finland,1,2007
RapidEngines,Software,1379372,acquired,United States,2,2010
Rapidlea,Software,206517,operating,Netherlands,2,2014
RapidMind,Software,9726000,acquired,Canada,2,2004
RapidMiner,Big Data Analytics,5000000,operating,United States,1,2007
Rapleaf,Messaging,16000000,operating,United States,4,2006
Rapport,Hardware + Software,25500000,operating,United States,2,2001
Rapportive,Email,1000000,acquired,United States,2,2010
Rapt Media,Video,7498376,operating,United States,3,2011
rapt.fm,Games,0,operating,United States,1,2012
Rare Pink,Jewelry,329810,operating,United Kingdom,2,2011
Rarebase,Medical,0,operating,United Kingdom,1,2014
RAREFORM,E-Commerce,150000,operating,United States,1,2012
RASILIENT SYSTEMS,Software,1000000,operating,United States,1,2001
Raspberry Pi Foundation,Computers,1000000,operating,United Kingdom,1,2008
Rated People,Lead Generation,14688536,operating,United Kingdom,2,2005
RateElert,Finance,325000,operating,United States,2,2008
RatePoint,Email Marketing,24500000,closed,United States,4,2006
RateSetter,Curated Web,17110298,operating,United Kingdom,1,2010
Ratify,Software,2000000,closed,United States,1,2010
RatingBug,Curated Web,100000,operating,United States,1,2007
Ratio,Biotechnology,343000,operating,United States,1,2005
Rattle,Apps,20000,operating,United States,1,2010
RAUR,Real Time,400000,operating,Canada,2,2012
Ravel Law,Legal,9200000,operating,United States,2,2012
Ravello Systems,Software,26000000,operating,United States,2,2011
RaveMobileSafety.com,SaaS,46000000,operating,United States,5,2004
Raven Power Finance,Unknown,415000000,operating,United States,1,2012
Raven Rock Workwear,E-Commerce,4427919,operating,United States,2,2004
Ravenflow,Software,20700000,operating,United States,3,2000
Ravenna Solutions,Unknown,850000,operating,United States,1,2014
Ravgen,Health Care,1091663,operating,United States,1,2000
Ravn,Curated Web,0,operating,United States,1,2011
Rawbots,Games,40000,operating,El Salvador,1,2012
RawData,Analytics,1400000,closed,United States,1,2009
Rawporter,Video,300000,operating,United States,1,2010
Raydiance,Manufacturing,67576091,operating,United States,8,2004
Rayku,Tutoring,400000,operating,Canada,2,2011
Rayn,Software,0,operating,United States,1,2014
Rayneer,Television,2320000,operating,Switzerland,2,2011
Raynforest,Content,325000,operating,United States,2,2013
Rayspan,Mobile,12500000,closed,United States,1,2006
RayV,Games,16030566,acquired,United States,3,2005
RAZ Mobile,Mobile,950000,operating,United States,2,2011
Razberi Technologies,Networking,3500000,operating,United States,1,2011
Razient,Risk Management,40000,operating,United States,1,2011
Razor Insights,Health and Wellness,350000,operating,United States,1,2010
RazorGator,Sports,58800000,operating,United States,5,2011
Razorsight,Automotive,38890000,operating,United States,6,2001
Razz,Music,10000000,operating,United States,2,2002
RBM Technologies,SaaS,9499986,operating,United States,1,2000
RCT Logic,Biotechnology,831001,operating,United States,3,2007
"RDFY, Inc.",Retail Technology,0,operating,United States,1,2014
Rdio,Music,125700000,operating,United States,6,2008
Re-Compose,Internet,1500000,operating,Austria,2,2007
Re-Sec Technologies,Security,750000,operating,Israel,1,2012
Re.Mu,E-Commerce,0,operating,China,1,2012
Re.nooble,Clean Technology,40000,operating,United Kingdom,2,2013
RE2,Defense,2250000,operating,United States,2,2001
re3D,Hardware,40000,operating,United States,1,2013
Re5ult,Mobile,2580000,operating,United Kingdom,1,2003
Reacción,Health Care,40000,operating,Chile,1,2011
REach,SaaS,0,operating,United States,1,2012
Reach Clothing,Unknown,0,operating,United States,1,2010
REACH Health,Health Care,18540271,operating,United States,5,2006
Reach Pros,Local Businesses,7550000,operating,United States,2,2008
Reach Unlimited Corporation,Public Transportation,1620000,operating,United States,1,2001
reach | influence,Media,4810000,operating,United States,1,2006
Reach7,Social Media Marketing,787030,operating,United Kingdom,2,2014
Reachable,Social Business,17550668,operating,United States,5,2007
ReachDynamics,Email Newsletters,50000,operating,United States,1,2013
ReachForce,SaaS,15799990,operating,United States,5,2005
ReachLocal,Advertising,99585670,operating,Japan,7,2004
Reachoo,Software,40000,operating,United States,1,2010
Reachpod - Inovaktif Bilisim,Twitter Applications,640000,operating,Türkiye,3,2013
Reactful,Predictive Analytics,20000,operating,United States,1,2013
Reaction,Design,3134371,operating,United States,6,2010
Reactor Inc.,Analytics,1850000,operating,United States,2,2013
ReactX,Advertising,2250000,operating,United States,2,2010
Readbug,Digital Media,126012,operating,United Kingdom,1,2014
readeo,Messaging,150001,operating,United States,1,2009
readfy,E-Books,88588,operating,Germany,2,2013
Readify,Software,20996540,operating,Australia,2,2001
Readmill,Mobile,0,acquired,Germany,1,2010
readness.com,Curated Web,25000,closed,United Kingdom,1,2009
ReadWave,Publishing,465000,operating,United Kingdom,1,2013
Ready,Mobile,80000,operating,United States,2,2013
Ready Financial Group,Finance,7000000,operating,United States,1,2006
Ready Solar,Clean Technology,1000000,acquired,United States,1,2004
ReadyCart,Content Creators,250000,operating,United States,1,2013
ReadyDock,Hardware + Software,500000,operating,United States,2,2012
Readyforce,Curated Web,14200000,operating,United States,2,2010
ReadyForZero,Finance,4777000,operating,United States,3,2010
ReadyPulse,Software,3000000,operating,United States,3,2010
Readz,Content Creators,6445000,operating,United States,3,2011
Reaktor POLTE,Venture Capital,535661,operating,Finland,1,2012
Real Estate Cozmetics,Real Estate,0,operating,United States,1,2012
Real Food Blends,Food Processing,550000,operating,United States,1,2012
Real Food Real Kitchens,Travel,10000,operating,United States,1,2010
Real Food Works,Hospitality,375000,operating,United States,2,2012
Real Girls Media Network,Software,13196231,acquired,United States,2,2006
Real Imaging Holdings,Health Care,1644000,operating,Israel,2,2006
Real Life Plus,MMO Games,125000,operating,United States,1,2009
Real Matters,Enterprise Software,67125009,operating,Canada,3,2004
Real Savvy,Enterprise Software,275000,operating,United States,1,2014
Real Time Content,Advertising,0,operating,United States,1,2006
Real Time Translation,Software,1831830,operating,United States,2,2007
Real Time Wine,Reviews and Recommendations,0,operating,Bulgaria,1,2011
real trends,E-Commerce,35000,operating,Argentina,1,2014
RealBio Technology,Biotechnology,1609750,operating,United States,2,2009
RealDeck,Software,200000,operating,United States,1,2010
RealDirect,Real Estate,2650000,operating,United States,2,2009
Realeyes,Analytics,4620000,operating,United Kingdom,5,2007
"Reality By Chanting, ltd",Unknown,1000000,operating,United States,2,2012
Reality Digital,Social Media,8300000,operating,United States,2,2003
Reality Jockey,Software,0,operating,Austria,1,2008
Reality Mobile,Messaging,20201497,operating,United States,7,2003
Reality Sports Online,Games,418750,operating,United States,2,2011
RealityMine,Market Research,909150,operating,United Kingdom,1,2012
Realius,Games,500000,operating,United States,1,2006
RealLifeConnect,Facebook Applications,130000,operating,Austria,1,2011
Really Cheap Geeks,Consumer Electronics,6000,operating,United States,1,2009
Really Simple,Software,1347498,closed,United States,2,2006
Realm,Databases,9000000,operating,United States,2,2011
RealMatch,Career Management,14700000,operating,United States,3,2007
RealOps,Software,13000000,operating,United States,2,2004
RealRider,Curated Web,431846,operating,United Kingdom,1,2012
RealScout,Search,7100000,operating,United States,2,2012
RealSelf,Curated Web,1950000,operating,United States,2,2006
realSociable,Social Media,350000,operating,Canada,1,2011
RealSpeaker Inc,Software,566000,operating,Russian Federation,12,2012
Realtime Games,Mobile Games,0,operating,United Kingdom,1,2013
Realtime Worlds,Games,82750000,operating,United States,3,2002
RealtimeBoard,Curated Web,3000,operating,United States,1,2011
Realty Compass,Real Estate,0,operating,India,1,2012
Realty Investor Fund,Real Estate,125000,operating,United States,1,2014
Realty Mogul,Real Estate,10050000,operating,United States,4,2013
RealView Imaging,Health Care,10000000,operating,Israel,1,2008
Realvu Inc,Curated Web,15208936,operating,United States,5,2001
ReaLync,Real Estate,300000,operating,United States,1,2012
Reamaze,Developer APIs,0,operating,United States,1,2012
ReaMetrix,Biotechnology,2100000,operating,United States,1,2003
Reapplix,Biotechnology,1689068,operating,Denmark,3,2008
Reasoning Global eApplications Ltd.,E-Commerce,2550000,operating,India,2,2008
Reata Pharmaceuticals,Biotechnology,396949840,operating,United States,4,2002
Reaxion Corporation,Games,2000000,acquired,United States,1,2001
Rebel Coast Winery,Wine And Spirits,10000,operating,United States,1,2012
Rebel Monkey,Games,1000000,closed,United States,1,2007
Rebelle,E-Commerce,0,operating,Germany,2,2013
Rebelle Bridal,Fashion,0,operating,United States,1,2010
Rebellion Media Group,Reviews and Recommendations,5500002,operating,Canada,1,2012
Rebellion Photonics,Photography,10400000,operating,United States,1,2009
RebelMail,E-Commerce,4000000,operating,United States,2,2013
RebelMouse,Publishing,12750000,operating,United States,2,2012
Rebiotix,Biotechnology,27780000,operating,United States,2,2011
REBIScan,Health Care,100000,operating,United States,1,2009
Rebit,Storage,6700000,operating,United States,2,2007
Rebls,Information Services,269000,operating,United States,2,2011
reBounces,Sports,0,operating,United States,1,2008
REbound Technology LLC,Clean Technology,40000,operating,United States,1,2012
Rebyoo,Search,50000,operating,United States,1,2011
Recargo,Automotive,2000000,operating,United States,1,2010
"RecCheck, Inc.",Health and Wellness,25000,operating,United States,1,2014
RECCY,Film,19299,operating,United Kingdom,1,2013
Receept,Unknown,0,closed,United States,1,2011
Receptos,Biotechnology,73480066,operating,United States,4,2007
RECESS.,Colleges,0,operating,United States,1,2013
ReChannel,Wholesale,42889,operating,United Kingdom,1,2012
Reciclata,Clean Technology,40000,operating,Netherlands,1,2011
Recite Me,Software,522965,operating,United Kingdom,2,2009
ReClaims,Legal,50000,closed,United States,1,2009
Reclamador,Travel,1448554,operating,Spain,3,2012
Reclutec,Recruiting,12500,operating,Peru,1,2013
Recognia,Analytics,0,operating,Canada,1,2000
Recognition PRO,Software,415000,operating,United States,2,2010
Recombine,Health Care,3300000,operating,United States,1,2011
RECOMBINETICS,Biotechnology,2575800,operating,United States,3,2008
Recommendi,Loyalty Programs,156240,operating,Netherlands,1,2010
Recommendo,Curated Web,0,operating,Germany,2,2014
Recommind,Enterprise Software,15000000,operating,United States,2,2000
RECOMY.COM,Consulting,0,operating,Switzerland,1,2011
Recon Instruments,Electronics,17000000,operating,Canada,3,2008
Recondo,Enterprise Software,20000000,operating,United States,1,2007
ReconRobotics,Hardware + Software,352500,operating,United States,2,2006
Record360,Software,215000,operating,United States,1,2013
Recorded Future,Search,20900000,operating,United States,3,2009
RecordSetter,Video,1500000,operating,United States,3,2008
Recorrido,E-Commerce,40000,operating,Chile,1,2013
Recoup,Shopping,300000,operating,United States,1,2011
Recovery Technology Solutions,Manufacturing,23950000,operating,United States,1,2011
Recroup,Human Resources,75000,operating,United States,2,2013
Recruit.net,Consulting,800000,operating,Hong Kong,1,2008
Recruiting Sports Network,Apps,750000,operating,United States,1,2010
RecruitLoop,Crowdsourcing,1100000,operating,Australia,2,2011
Recruits.com,Consulting,15000,operating,United States,1,2000
RecruitTalk,Curated Web,50000,operating,United States,1,2012
RECSOLU,Recruiting,6000000,operating,United States,1,2008
Recurly,Information Technology,19600000,operating,United States,3,2009
Recurve,Clean Technology,14000000,acquired,United States,2,2005
Recyclebank,Game Mechanics,85100000,operating,United States,4,2004
Recycled Hydro Solutions,Energy Efficiency,0,operating,United States,1,2011
RecycleMatch,Recycling,620000,operating,United States,2,2009
Recycling Angel,Mobile,0,operating,Germany,1,2010
Recyclingbin.com,Manufacturing,0,operating,United States,1,2014
RED - Recycled Electronics Distributors,Specialty Retail,0,operating,United States,1,2014
Red 5 Studios,Games,41500000,operating,United States,2,2005
Red Advertising,Advertising,629584,operating,United Kingdom,3,2007
Red Aril,Advertising,0,acquired,United States,1,2009
Red Blue Voice,Software,25000,closed,United States,1,2011
Red Butler,Virtual Workforces,2500000,operating,United States,1,2006
Red Carrots Studio,Mobile Games,50000,operating,United States,1,2013
Red Clay,Product Design,1000000,operating,United States,1,2012
Red Dot Payment,Finance,0,operating,Singapore,1,2011
Red e App,Enterprise Software,1060000,operating,United States,2,2011
Red Falcon Development,Software,65000,operating,United States,1,2009
Red Foundry,Apps,1100000,operating,United States,1,2010
Red Hawk Interactive,E-Commerce,0,operating,United States,1,2011
Red Hills Acquisitions,Finance,4600000,operating,United States,1,2009
Red Hot Labs,Software,1500000,operating,United States,1,2012
Red Karaoke,Curated Web,3854828,operating,United States,2,2007
Red Mapache,Education,199934,operating,Colombia,2,2012
Red Mountain Medical Response,Medical,0,operating,United States,1,2014
Red Panda Innovation Labs,Mobile,500000,operating,India,1,2012
Red Rabbit inc,Health and Wellness,309786,operating,United States,1,2005
Red Robot Labs,Mobile,15500000,operating,United States,3,2011
Red Rock Holdings,Unknown,0,operating,United States,1,2008
Red Rover,Finance,418000,operating,United States,1,2008
Red Stag Farms,Real Estate,763641,operating,United States,1,2014
Red Stamp,Education,0,acquired,United States,1,2005
Red Tricycle,Mobile Commerce,4943000,operating,United States,3,2010
Red Ventures,Sales and Marketing,0,operating,United States,1,2000
Red Zebra,Finance Technology,1664558,operating,United Kingdom,1,2011
Red's All natural,E-Commerce,1746001,operating,United States,2,2007
Redbeacon,Curated Web,7400000,acquired,United States,1,2008
Redbiotec,Biotechnology,420763,operating,Switzerland,1,2006
Redbooth,Mobile,19749994,operating,United States,6,2009
RedBrick Health,Health and Wellness,46652379,operating,United States,5,2006
redBus.in,Curated Web,8328770,acquired,India,3,2006
RedCap,Transportation,2525000,operating,United States,2,2010
RedCritter,Gamification,1250001,operating,United States,2,2010
Reddit,News,50100000,acquired,United States,2,2005
RedDrummer,Enterprise Software,3500000,operating,Brazil,1,2010
Reddwerks Corporation,Software,2150000,operating,United States,3,2003
redealize,E-Commerce,0,operating,Australia,1,2010
